"Top Content"
"0_hk98d5kc","02_what_is_docker___take_2_revised","1411","6095.100","4.3197023","1591","0.8869","0.65520907"
"0_esl069xt","Introduction","1406","10659.750","7.5816145","4122","0.3411","0.37179943"
"0_z4h0i7zm","02_2_data_structures_and_types","1401","12198.857","8.7072498","1565","0.8952","0.54157744"
"0_cl4x59gr","WORKWITHUS@OREILLY.COM","1376","2547.909","1.8516781","13876","0.0992","0.46802326"
"0_kd3ad3u6","02_spark_deconstructed","1360","7758.355","5.7046728","1652","0.8232","0.39283088"
"0_t48l5uk8","nf_epcd_01","1350","11707.989","8.6725844","3843","0.3513","0.33129630"
"0_2oysrlxe","0101","1290","1782.035","1.3814225","3322","0.3883","0.59360465"
"0_3latzmkz","001_setup_part_01_environment_setup","1250","2304.579","1.8436632","1542","0.8106","0.39240000"
"0_9sy7qbbt","01_welcome_to_the_course_1","1247","714.640","0.5730874","3771","0.3307","0.62048917"
"0_3omlddef","03_setting_up_your_development_environment__revised","1203","2620.978","2.1787016","1631","0.7376","0.69201995"
"0_6i8iu5iz","Introduction","1194","6602.190","5.5294724","3445","0.3466","0.43886097"
"0_r08nx2h2","0103","1174","1930.287","1.6441968","1914","0.6134","0.76341567"
"0_i7n1ci40","02_3_lists_and_data_frames","1158","11430.273","9.8707021","1326","0.8733","0.54015544"
"0_ptfbgxfo","0201","1128","2891.941","2.5637775","1457","0.7742","0.64472518"
"0_3gd6x8n9","01_the_value_of_visualization___crev","1115","7918.010","7.1013543","2978","0.3744","0.45269058"
"0_98lthdlg","0103","1081","3658.507","3.3843728","2914","0.3710","0.54509713"
"0_3tffbpu0","0102","1053","1041.790","0.9893542","1082","0.9732","0.74169041"
"0_bxr24wkh","Introduction And Course Overview","1007","1155.454","1.1474220","4275","0.2356","0.64597815"
"0_430obiyy","01_welcome_","995","5087.317","5.1128814","4166","0.2388","0.47788945"
"0_0kj6xvw4","01_why_react____revised","982","4699.549","4.7856914","2710","0.3624","0.47250509"
"0_a3a77whv","0202","942","4082.513","4.3338779","1062","0.8870","0.61385350"
"0_wq9qyk03","02","929","2427.125","2.6126211","987","0.9412","0.60037675"
"0_77xpvftr","0101","928","2824.075","3.0431843","2213","0.4193","0.40167026"
"0_dmqyz3re","0104","906","3807.530","4.2025717","965","0.9389","0.72157837"
"0_kwdess8v","03_a_brief_history","906","9147.313","10.0963720","1156","0.7837","0.43184327"
"0_oepm11ti","01_introduction","899","2745.897","3.0543904","2092","0.4297","0.58453838"
"0_kpustzpf","0101","897","1591.707","1.7744783","3709","0.2418","0.58667781"
"0_n89onzp8","Introduction: Computational Thinking","878","11530.518","13.1327084","2657","0.3304","0.28473804"
"0_g08rvyth","002_setup_part_02_ide_basics","840","2876.364","3.4242429","1022","0.8219","0.44196429"
"0_1tsksitz","01_introduction___rev","814","2928.721","3.5979373","2534","0.3212","0.54637592"
"0_663yb435","01_welcome_and_setup_revised","813","2964.974","3.6469545","1889","0.4304","0.45879459"
"0_koepvj3g","01_intro_to_clickstream_case_study","810","4208.545","5.1957346","2761","0.2934","0.44876543"
"0_0mtf2oe3","0101","801","1311.590","1.6374407","2032","0.3942","0.58832709"
"0_n4zqvv8n","02_our_first_test","796","3268.542","4.1062085","918","0.8671","0.61746231"
"0_btuk3eh0","Writing Your First Scripts","793","6827.124","8.6092358","1422","0.5577","0.25945776"
"0_cfm0jrzv","0101","790","997.536","1.2627038","1850","0.4270","0.52974684"
"0_xc74w9rs","03_basics___rev","782","1856.853","2.3744923","1017","0.7689","0.63395141"
"0_grjjgaqv","0102","773","933.648","1.2078241","785","0.9847","0.75646831"
"0_u2jtu111","0102","761","823.292","1.0818555","779","0.9769","0.73685940"
"0_be18dg2f","0101","749","670.215","0.8948131","1854","0.4040","0.70493992"
"0_iqxbaw0t","0101","748","1802.854","2.4102326","1670","0.4479","0.59725936"
"0_30wtrlzl","01_introduction","746","2827.942","3.7908070","2319","0.3217","0.45073727"
"0_qs9z1n9k","0102","742","1045.601","1.4091658","1108","0.6697","0.73820755"
"0_jf7y68x2","0201","722","2755.267","3.8161593","757","0.9538","0.71502770"
"0_t36lqwrf","0000","721","2456.169","3.4066144","2092","0.3446","0.52808599"
"0_iim7hxrl","02_api_demonstration___revised","712","4790.670","6.7284691","866","0.8222","0.41889045"
"0_5kvcz5i0","02_03_a_simple__hello_world__application","711","3673.092","5.1660928","844","0.8424","0.47890295"
"0_cs5axtph","01_course_introduction_introduction_to_css","702","2448.568","3.4879886","1201","0.5845","0.39957265"
"0_db8ziey7","000_introduction","695","1581.470","2.2754964","2310","0.3009","0.59532374"
"0_xo2646um","Classifying Web Documents - The Theory","693","9241.039","13.3348326","917","0.7557","0.45634921"
"0_8h21zhl4","What Is Big Data?","686","2053.546","2.9935073","2567","0.2672","0.46574344"
"0_5nq73mc0","01","679","1562.609","2.3013387","1964","0.3457","0.55670103"
"0_x7nacqfu","03","675","6931.835","10.2693852","706","0.9561","0.44333333"
"0_fnm65q0k","01_introduction_welcome_to_class_v02","673","516.918","0.7680802","3341","0.2014","0.57392273"
"0_bflyc5ys","0301","668","2829.126","4.2352186","746","0.8954","0.60928144"
"0_gzbvkvcb","0102","667","726.564","1.0893013","695","0.9597","0.65667166"
"0_t1m3ii5r","03","666","1649.474","2.4766877","766","0.8695","0.57019520"
"0_gh6c0gh6","0105","664","1855.300","2.7941265","697","0.9527","0.83509036"
"0_cjvosiv0","0107","662","2019.121","3.0500317","718","0.9220","0.83723565"
"0_c7smorwf","What You Should Expect From This Video","661","1091.948","1.6519637","2086","0.3169","0.62027231"
"0_60weg87e","0202","655","1833.267","2.7988809","677","0.9675","0.69694656"
"0_s7ol2sku","02_meta_using_these_videos___rev","653","1505.189","2.3050368","694","0.9409","0.67189893"
"0_nfgafigp","0103","647","1309.788","2.0244019","668","0.9686","0.89605873"
"0_bt4at9nn","0102","645","1845.193","2.8607643","719","0.8971","0.64961240"
"0_ipylr0ol","03_a_simple_component___revised","644","2691.030","4.1786180","831","0.7750","0.52096273"
"0_z2i12t9y","0106","640","1334.770","2.0855781","675","0.9481","0.87460938"
"0_ej7c1wle","03","627","3230.839","5.1528533","929","0.6749","0.60326954"
"0_uglt8dwa","Setting Up","625","2460.165","3.9362640","727","0.8597","0.58840000"
"0_0oezfqd7","02_distributed_storage_","624","1488.855","2.3859856","689","0.9057","0.68309295"
"0_1rr5alz9","0001","622","6763.239","10.8733746","1517","0.4100","0.22025723"
"0_iz6327vz","03_unittest","621","3713.403","5.9797150","661","0.9395","0.51771337"
"0_sysjt18t","0201","617","725.897","1.1764943","711","0.8678","0.77228525"
"0_t9vw158c","0203","616","1970.180","3.1983442","665","0.9263","0.66801948"
"0_cymvvlao","0101","612","1309.589","2.1398513","1827","0.3350","0.57066993"
"0_1y3zvo6b","Selecting and Creating Elements","606","5007.103","8.2625462","715","0.8476","0.50866337"
"0_t8go181v","About The Course","605","640.481","1.0586463","2375","0.2547","0.57685950"
"0_ji0kw3ye","0104","599","1782.410","2.9756427","638","0.9389","0.76335559"
"0_d4sxtnzu","Relational Databases And Key Terms Explained","596","2038.764","3.4207450","2880","0.2069","0.42030201"
"0_kajgntan","0104","593","1902.629","3.2084806","629","0.9428","0.75252951"
"0_4othyy7d","nf_epcd_02","587","5882.734","10.0216934","684","0.8582","0.43270869"
"0_33nskg7d","0201","584","837.826","1.4346336","646","0.9040","0.72089041"
"0_y4tt0lpo","001_seek_help","580","3528.565","6.0837328","683","0.8492","0.47500000"
"0_ynfyd2vt","0101","580","1561.487","2.6922190","2089","0.2776","0.54525862"
"0_nnd4ayd7","0201","576","815.552","1.4158889","659","0.8741","0.68229167"
"0_8nd460wr","0201","575","1142.755","1.9874000","602","0.9551","0.78391304"
"0_jq4iovgz","04","572","2803.075","4.9004808","650","0.8800","0.61888112"
"0_rx65ts20","0201","571","2769.225","4.8497811","608","0.9391","0.64229422"
"0_zyq54c8n","0101","571","1116.100","1.9546410","988","0.5779","0.69089317"
"0_j522jldx","About The Author","570","341.504","0.5991298","574","0.9930","0.81578947"
"0_plqkb7jb","k01_molly_dishman_martin_fowler_blaze","569","5274.613","9.2699701","2558","0.2224","0.24209139"
"0_4teb9nt0","02_getting_started_hello_world_v02","568","1942.225","3.4194102","646","0.8793","0.60607394"
"0_eo8yvyzs","0103","565","845.158","1.4958549","595","0.9496","0.71415929"
"0_wa1ecvjw","309","561","10021.696","17.8639857","2310","0.2429","0.45187166"
"0_kgaep0zy","0202","561","1483.091","2.6436560","578","0.9706","0.82932264"
"0_e70uzmx8","02","557","3228.454","5.7961472","865","0.6439","0.58976661"
"0_359s3mne","01_welcome_to_swift_v3","555","636.135","1.1461892","2464","0.2252","0.58423423"
"0_53nl7lh4","01_introduction_to_time_series_problems","552","2866.311","5.1925924","1177","0.4690","0.51811594"
"0_7gkacac1","0101","545","660.132","1.2112514","849","0.6419","0.55917431"
"0_d2oq355q","03_read_replication_","533","1968.711","3.6936417","583","0.9142","0.73592871"
"0_t5drr95p","01_welcome_and_setup___revised","533","1456.425","2.7325047","1317","0.4047","0.51688555"
"0_m7yjref1","0202","533","661.863","1.2417692","557","0.9569","0.65806754"
"0_09l0izz5","nf_epcd_05","531","5510.037","10.3767175","8502","0.0625","0.40207156"
"0_h893f9rz","0302","520","1806.364","3.4737769","532","0.9774","0.69567308"
"0_1fk036nu","03_data_science_for_data_wranglers___rev","511","3868.125","7.5697162","663","0.7707","0.52837573"
"0_9fehc4mt","0101","501","1519.495","3.0329242","1015","0.4936","0.51397206"
"0_n8i4jpo1","Making Choices: booleans, if/elif/else, compound conditionals.","500","5863.576","11.7271520","517","0.9671","0.56400000"
"0_bybiu4ia","What The Course Covers","499","1653.871","3.3143707","1504","0.3318","0.29258517"
"0_141edg9p","0201","496","1057.597","2.1322520","563","0.8810","0.75907258"
"0_hwxok9b5","0101","495","2253.650","4.5528283","1322","0.3744","0.48434343"
"0_irktj4l5","04_understanding_the_hadoop_architecture","494","3158.900","6.3945344","589","0.8387","0.51872470"
"0_po38frlq","0103","487","671.171","1.3781745","498","0.9779","0.76232033"
"0_mwsoygpz","01","486","713.511","1.4681296","1469","0.3308","0.55761317"
"0_xdmvoiew","02_two_new_conventions___rev","482","2326.234","4.8262116","532","0.9060","0.57987552"
"0_j4f9wxlj","0203","481","636.445","1.3231705","503","0.9563","0.77910603"
"0_rs8smu2b","0102","481","458.358","0.9529272","491","0.9796","0.76767152"
"0_4v1plvgq","0101","480","838.090","1.7460208","1557","0.3083","0.64322917"
"0_wy80106k","003_deep_learning_at_strata_hadoop_world","479","746.159","1.5577432","793","0.6040","0.65501044"
"0_6itvrbhk","Installing R And R Studio","475","1129.322","2.3775200","496","0.9577","0.57315789"
"0_1kb7anug","02_setting_up___revised","474","942.897","1.9892342","522","0.9080","0.72257384"
"0_3fjw05zb","0101","471","798.450","1.6952229","1292","0.3646","0.58704883"
"0_oo23sriw","02_the_motivation_for_hadoop","471","2271.358","4.8224161","595","0.7916","0.51326964"
"0_a1a476nk","0202","469","1067.240","2.2755650","489","0.9591","0.64978678"
"0_lxt7muwo","Abstract Algebra: Show Me the Monoid","467","4266.045","9.1350000","647","0.7218","0.50695931"
"0_wlg71pgj","02_variables__types_of_data__connections___v2","466","2643.791","5.6733712","530","0.8792","0.36373391"
"0_96wjtgb0","0101","465","441.070","0.9485376","949","0.4900","0.71881720"
"0_35amiz3c","02_data_and_image_models___crev","465","3893.997","8.3741871","489","0.9509","0.45430108"
"0_3hzq01zg","0101","465","537.846","1.1566581","1110","0.4189","0.60967742"
"0_hbh4pu0h","04","463","3615.122","7.8080389","495","0.9354","0.46922246"
"0_o8k02xcm","0203","456","1957.575","4.2929276","476","0.9580","0.75712719"
"0_lmrq3oma","04_05","448","3784.183","8.4468371","483","0.9275","0.62779018"
"0_ceo83gvv","0202","439","1122.057","2.5559385","483","0.9089","0.76594533"
"0_hj4fe5rq","003_learn_to_move","432","3317.139","7.6785625","470","0.9191","0.55439815"
"0_fkx8vyry","0104","432","1583.419","3.6653218","446","0.9686","0.74305556"
"0_5ydzljei","Introduction","428","5023.249","11.7365631","1580","0.2709","0.35163551"
"0_trpmdcfw","What Is The Cloud?","426","2005.226","4.7071033","2225","0.1915","0.45774648"
"0_06wuw2gg","06","425","2153.882","5.0679576","740","0.5743","0.67176471"
"0_z6ojt680","03_getting_started_typical_go_directory_structure_v02","422","1364.437","3.2332630","485","0.8701","0.71978673"
"0_vxn3rb93","0101","419","566.845","1.3528520","443","0.9458","0.82279236"
"0_ljy4mefq","Architecture Tradeoffs","417","4693.491","11.2553741","2555","0.1632","0.36330935"
"0_lpgq95ir","0101","416","1583.975","3.8076322","1202","0.3461","0.51983173"
"0_iwkdqqz7","002_learn_your_alphabet","415","1612.022","3.8843904","464","0.8944","0.64036145"
"0_by3ws09v","0205","415","1313.634","3.1653831","449","0.9243","0.74879518"
"0_vkerdzxj","0204","415","607.880","1.4647711","454","0.9141","0.76385542"
"0_6mebnwwo","01_why_would_you_use_microservices","412","430.340","1.0445146","1013","0.4067","0.63956311"
"0_2ikvr24j","0201","410","1892.063","4.6147878","457","0.8972","0.68109756"
"0_ybdj5s7j","0101","410","1173.721","2.8627341","984","0.4167","0.54817073"
"0_8t47p37e","__01_architecture_decisions_take_2___rev","410","3360.355","8.1959878","504","0.8135","0.34207317"
"0_ifh4b0ge","0102","408","414.059","1.0148505","478","0.8536","0.70036765"
"0_bv8dsglp","0103","407","1186.936","2.9163047","425","0.9576","0.69717445"
"0_m5yc53w4","02","401","2036.074","5.0774913","426","0.9413","0.59725686"
"0_ytaphy9t","0001_welcome_the_course","396","2393.239","6.0435328","1313","0.3016","0.33775253"
"0_5ism5s12","0102","396","534.106","1.3487525","456","0.8684","0.76893939"
"0_91lqcfn1","03_data_modeling","393","3330.460","8.4744529","443","0.8871","0.56997455"
"0_bjlit2gn","0101","393","772.321","1.9651934","950","0.4137","0.64694656"
"0_ato8elg0","01_welcome___setup__revised_1_0_","391","440.952","1.1277545","901","0.4340","0.43222506"
"0_fath51xi","datascienceatthecommandline","391","9848.050","25.1868286","1368","0.2858","0.21035806"
"0_kx2y9ehb","270","388","4975.093","12.8224046","508","0.7638","0.32731959"
"0_91jyyph0","0104","379","1282.924","3.3850237","464","0.8168","0.60158311"
"0_hv9rk979","What You Should Know","379","907.020","2.3931926","386","0.9819","0.76781003"
"0_ztd4hcpz","Lists","378","3246.153","8.5877063","381","0.9921","0.60185185"
"0_e5r66z31","02_what_are_microservices","377","1286.667","3.4129098","406","0.9286","0.63594164"
"0_msvz041k","0101","375","911.619","2.4309840","640","0.5859","0.49666667"
"0_l0uybios","03","375","2037.591","5.4335760","402","0.9328","0.62266667"
"0_bl5rdh3d","0202","374","347.547","0.9292701","394","0.9492","0.88703209"
"0_hv25811y","0203","372","897.427","2.4124382","402","0.9254","0.77553763"
"0_23e6t8r9","004_fix_your_deletions","371","955.393","2.5751833","481","0.7713","0.67520216"
"0_h8d1pfi8","__00_soft_skills__techniques___part_iii___revv2","364","933.109","2.5634863","1904","0.1912","0.50343407"
"0_t8qs34ar","0205","363","1100.145","3.0307025","383","0.9478","0.78305785"
"0_095vw98a","Nordstrom Case Study","362","2962.818","8.1845801","559","0.6476","0.37361878"
"0_jtis43jx","001_microservices_architecture_pattern_elements","362","4249.739","11.7396105","475","0.7621","0.37016575"
"0_61n0n7kz","gf_01","360","320.325","0.8897917","1180","0.3051","0.62013889"
"0_8m3jeyno","0204","357","1446.980","4.0531653","372","0.9597","0.74019608"
"0_ssed85qg","01_welcome_to_the_course","357","537.262","1.5049356","828","0.4312","0.47619048"
"0_fn2ff4j9","000_introduction","351","1403.902","3.9997208","944","0.3718","0.52849003"
"0_ffo3x7gf","The History of the Language","350","4468.416","12.7669029","870","0.4023","0.28928571"
"0_4cnbqe8y","0206","349","1249.339","3.5797679","370","0.9432","0.77507163"
"0_hr0l803v","02_requirements","347","1886.460","5.4364841","370","0.9378","0.65561960"
"0_febw7wn6","01_deployment_pipeline_stages","347","2834.699","8.1691614","382","0.9084","0.47838617"
"0_4c7zt8rl","0204","345","633.181","1.8353072","359","0.9610","0.81231884"
"0_410gszms","0201","342","1034.365","3.0244591","358","0.9553","0.78362573"
"0_4m5tace7","0103","341","1023.045","3.0001320","354","0.9633","0.70601173"
"0_rd5jtoe1","01_welcome_to_the_course___take_2___revised__","341","616.809","1.8088240","928","0.3675","0.60263930"
